timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1537456278.091633,-0.424891,0.137365,1.934636,-0.714319,-0.990082,-1.425756,-0.408338,-0.136934,-0.902502,-0.008684,-0.016722,0.074224,-27.179169,-28.719635,-24.246765,,,,,,,
1537456278.121500,-0.452314,0.169210,1.887583,0.866202,-1.322941,-2.074263,-0.430807,-0.168403,-0.886592,0.017095,0.076072,0.032924,-26.676159,-29.948830,-23.806030,,,,,,,
1537456278.151367,-0.489131,0.222199,1.845668,0.947889,-1.591348,-1.918621,-0.458307,-0.220375,-0.861040,-0.062841,-0.030937,-0.018858,-25.258621,-33.013016,-21.797058,,,,,,,
1537456278.181234,-0.526434,0.264159,1.810187,0.355997,-1.395116,-1.671225,-0.485025,-0.261098,-0.834613,0.012109,0.037404,-0.089047,-24.611229,-34.133652,-20.627808,,,,,,,
1537456278.211102,-0.548688,0.292265,1.752238,-0.279180,-1.427192,-2.245007,-0.499450,-0.288122,-0.817028,-0.219376,0.022482,-0.193455,-22.648533,-36.857422,-19.519897,,,,,,,
1537456278.240969,-0.575699,0.319428,1.699192,-0.081614,-1.344687,-1.697894,-0.516882,-0.314024,-0.796381,-0.046686,-0.036501,-0.128226,-21.433384,-37.907021,-19.538086,,,,,,,
1537456278.270836,-0.593825,0.328381,1.661422,-0.825807,-0.996195,-0.967913,-0.529637,-0.322511,-0.784520,-0.039150,0.064821,-0.024501,-19.736977,-39.342594,-19.691589,,,,,,,
1537456278.300704,-0.606650,0.314161,1.595072,-2.133927,-1.071764,-1.908852,-0.542215,-0.309019,-0.781352,-0.004340,0.043241,-0.035863,-18.985771,-39.399208,-20.514099,,,,,,,
1537456278.330570,-0.615414,0.286287,1.487637,-3.047510,-1.359338,-2.397249,-0.553800,-0.282392,-0.783301,0.115797,0.013883,0.085043,-16.075645,-39.630257,-23.496094,,,,,,,
1537456278.360438,-0.629771,0.260717,1.380945,-2.136654,-1.342170,-2.290329,-0.569056,-0.257773,-0.780851,0.138118,-0.043710,0.057401,-14.792511,-39.293789,-25.444336,,,,,,,
1537456278.390306,-0.648432,0.283603,1.312129,0.411371,-1.129568,-2.105534,-0.579812,-0.279817,-0.765193,0.208016,0.010209,0.025615,-12.273380,-39.199860,-27.697815,,,,,,,
1537456278.420172,-0.673269,0.361258,1.304022,2.784964,-0.889441,-1.718808,-0.583297,-0.353451,-0.731325,0.166183,0.056362,-0.061521,-11.348434,-40.175411,-26.641663,,,,,,,
1537456278.450039,-0.716494,0.465844,1.346171,3.843441,-0.789260,-0.659899,-0.586764,-0.449177,-0.673757,0.369219,0.191731,-0.058360,-9.756393,-42.908352,-22.036011,,,,,,,
1537456278.479908,-0.772747,0.544203,1.427411,3.154485,-0.398121,0.119278,-0.597257,-0.517736,-0.612563,0.132077,0.168707,-0.093995,-9.922779,-44.130539,-19.021851,,,,,,,
1537456278.509774,-0.816306,0.593178,1.485117,1.637783,-0.441887,-0.080165,-0.604149,-0.558999,-0.567912,0.096184,0.087899,0.036540,-10.449142,-45.155399,-14.376099,,,,,,,
1537456278.539641,-0.846807,0.608744,1.500827,0.028543,-0.877063,-0.163816,-0.614593,-0.571838,-0.543394,-0.010620,-0.045777,0.002057,-10.556126,-45.215950,-13.180969,,,,,,,
1537456278.569509,-0.860356,0.606941,1.479797,-0.683160,-0.996643,-0.377167,-0.622680,-0.570358,-0.535688,0.098480,-0.055146,-0.028292,-10.448174,-44.964966,-13.179565,,,,,,,
1537456278.599375,-0.866502,0.596609,1.450556,-0.868783,-0.353216,-0.062569,-0.630418,-0.561840,-0.535638,0.150697,-0.089512,0.009973,-10.226723,-44.957935,-13.491760,,,,,,,
1537456278.629243,-0.852357,0.572664,1.444924,-0.525211,0.671474,0.874767,-0.632727,-0.541873,-0.553200,0.101294,-0.038175,0.012413,-10.429165,-44.447899,-14.692993,,,,,,,
1537456278.659111,-0.845636,0.532421,1.444809,-1.233134,0.296035,1.213119,-0.644801,-0.507621,-0.571448,0.181803,-0.322884,0.246085,-11.562199,-43.615391,-16.286255,,,,,,,
1537456278.688977,-0.826103,0.470194,1.446689,-1.335627,0.617119,1.637866,-0.655502,-0.453060,-0.604197,0.033248,-0.038380,-0.007314,-12.367069,-43.149658,-17.215637,,,,,,,
1537456278.718844,-0.819390,0.416802,1.437871,-1.529641,-0.033640,0.637435,-0.668171,-0.404839,-0.624223,-0.032925,0.061668,-0.040099,-13.586933,-41.743011,-19.664001,,,,,,,
1537456278.748713,-0.808701,0.386790,1.405681,-1.190643,-0.129131,-0.123523,-0.669950,-0.377218,-0.639432,-0.064959,-0.131892,-0.086856,-13.719784,-41.316120,-20.758179,,,,,,,
1537456278.778579,-0.808048,0.368239,1.391658,-0.458872,-0.231283,0.425833,-0.674476,-0.359973,-0.644594,-0.117425,-0.049772,-0.030149,-13.650951,-41.103527,-22.012634,,,,,,,
1537456278.808446,-0.824574,0.343558,1.396078,-0.670580,-0.461755,0.698535,-0.691350,-0.336840,-0.639198,-0.058268,0.174242,0.036918,-14.120800,-40.697292,-22.221436,,,,,,,
1537456278.838313,-0.821356,0.314272,1.379869,-1.315081,0.076398,0.132269,-0.696214,-0.309124,-0.647864,0.024950,-0.001392,-0.036569,-14.654179,-39.764084,-23.436096,,,,,,,
1537456278.868181,-0.808787,0.287475,1.339804,-1.574667,-0.002158,-0.596088,-0.693762,-0.283532,-0.662046,-0.126581,-0.014945,-0.008578,-14.560112,-39.353882,-24.539490,,,,,,,
1537456278.898048,-0.813331,0.289540,1.323939,0.618403,-0.137981,-0.180459,-0.696336,-0.285512,-0.658482,0.134950,0.009221,0.066517,-13.953651,-39.188625,-25.591797,,,,,,,
1537456278.927915,-0.823014,0.312787,1.341622,0.777455,-0.176454,-0.249885,-0.697624,-0.307711,-0.647020,0.015724,0.045977,-0.090346,-13.794262,-39.548309,-24.966614,,,,,,,
1537456278.957783,-0.830189,0.323190,1.326350,-0.637814,-0.447822,-0.861831,-0.699847,-0.317593,-0.639803,-0.071607,0.064938,0.031237,-13.637642,-40.296001,-24.265747,,,,,,,
1537456278.987650,-0.831389,0.328251,1.308453,0.114014,-0.213222,0.059570,-0.699418,-0.322388,-0.637872,0.154267,0.079224,-0.082190,-13.138416,-40.252510,-24.502136,,,,,,,
1537456279.017517,-0.851398,0.311902,1.333179,0.092837,-0.470019,0.994132,-0.715910,-0.306869,-0.627140,-0.208712,-0.210556,0.024936,-14.167854,-40.120003,-24.245789,,,,,,,
1537456279.047385,-0.872640,0.316962,1.326462,-0.185545,-1.003210,-1.075254,-0.727870,-0.311681,-0.610786,-0.076345,0.028539,0.073296,-14.625828,-39.803162,-23.868958,,,,,,,
1537456279.077251,-0.906574,0.327921,1.270101,-1.442681,-1.061917,-1.169500,-0.745439,-0.322076,-0.583599,-0.158171,0.140557,-0.054493,-13.937698,-40.269241,-23.919800,,,,,,,
1537456279.107120,-0.946172,0.334452,1.262256,-0.111009,-1.226864,0.013787,-0.766235,-0.328252,-0.552389,0.094192,0.130315,0.377936,-13.901829,-40.336163,-23.721375,,,,,,,
1537456279.136986,-0.977521,0.326465,1.262058,-0.526617,-0.289191,0.714510,-0.785322,-0.320697,-0.529550,-0.017702,0.070300,0.287652,-14.814007,-40.276539,-23.148071,,,,,,,
1537456279.166853,-0.954998,0.281357,1.256859,-1.414384,1.062787,1.104290,-0.784215,-0.277660,-0.554899,-0.011867,-0.061467,0.061307,-15.405476,-39.622463,-23.636963,,,,,,,
1537456279.196720,-0.921241,0.236551,1.221825,-1.790133,0.197580,0.014755,-0.774176,-0.234351,-0.587989,-0.011774,0.120306,-0.358529,-15.629017,-37.453304,-26.563232,,,,,,,
1537456279.226588,-0.919204,0.212428,1.203456,0.105555,-0.628970,1.210773,-0.777246,-0.210834,-0.592821,0.336603,0.053562,-0.196012,-16.327290,-36.232765,-27.790955,,,,,,,
1537456279.256455,-0.959399,0.161122,1.267127,0.676401,-1.259153,3.312480,-0.808241,-0.160426,-0.566577,-0.022448,-0.247838,-0.073010,-18.105762,-35.406906,-26.956360,,,,,,,
1537456279.286322,-0.992841,0.109894,1.311054,0.135564,-0.294924,1.091861,-0.832529,-0.109673,-0.543017,-0.085394,-0.030937,-0.003904,-21.531696,-33.278984,-25.428955,,,,,,,
1537456279.316189,-0.994961,0.114009,1.330528,0.760857,0.098848,-0.195688,-0.833293,-0.113763,-0.541000,-0.194112,0.002328,0.170074,-21.736717,-33.503571,-25.187012,,,,,,,
1537456279.346056,-0.994949,0.129934,1.341628,0.574311,0.125168,-0.041288,-0.831661,-0.129569,-0.539955,0.050991,0.046103,-0.036583,-21.572334,-33.924114,-24.467834,,,,,,,
1537456279.375924,-0.996173,0.119117,1.367756,0.648494,0.257871,1.231896,-0.833449,-0.118835,-0.539667,0.082243,0.018844,-0.059332,-21.783798,-33.619598,-24.054626,,,,,,,
1537456279.405791,-0.999325,0.105926,1.415956,1.357686,-0.632596,1.080955,-0.836392,-0.105728,-0.537839,-0.029911,-0.033798,-0.029346,-22.936676,-32.842484,-23.267517,,,,,,,
1537456279.435658,-1.033557,0.112520,1.472080,1.946650,-1.114714,0.772560,-0.853692,-0.112283,-0.508530,0.066491,0.017754,-0.040695,-23.723923,-32.549934,-21.819763,,,,,,,
1537456279.465525,-1.076777,0.119742,1.544607,2.438675,-0.813514,1.208487,-0.874130,-0.119456,-0.470773,0.125442,0.242930,-0.135397,-25.425873,-32.584122,-18.332947,,,,,,,
1537456279.495393,-1.111715,0.098269,1.647296,2.812593,-0.817940,3.105816,-0.892135,-0.098111,-0.440987,0.025604,0.079389,-0.258323,-26.550949,-32.215649,-16.161926,,,,,,,
1537456279.525260,-1.156481,0.038551,1.752507,1.597917,-1.887018,2.470325,-0.914712,-0.038542,-0.402264,-0.592231,-0.137728,0.391766,-29.558788,-28.323988,-12.320374,,,,,,,
1537456279.555127,-1.194177,0.032375,1.764609,-0.686148,-1.363658,-0.958162,-0.929426,-0.032369,-0.367586,-0.146074,-0.243250,0.144838,-30.313515,-27.331039,-11.393738,,,,,,,
1537456279.584994,-1.213331,0.063045,1.695986,-2.184145,-0.076702,-1.839871,-0.934926,-0.063003,-0.349206,-0.020030,0.053497,0.225717,-29.354061,-28.922825,-11.517883,,,,,,,
1537456279.614862,-1.195916,0.079889,1.630038,-1.544033,0.392720,-0.781368,-0.927583,-0.079805,-0.364994,0.054521,-0.331099,-0.126584,-28.946625,-29.839043,-12.784790,,,,,,,
1537456279.644729,-1.188200,0.083447,1.575501,-1.648437,0.403601,-0.951820,-0.924470,-0.083350,-0.372031,0.132585,0.013251,0.095252,-28.220024,-30.421223,-15.044373,,,,,,,
1537456279.674596,-1.165627,0.107312,1.532873,-0.287081,0.622092,-1.706743,-0.913749,-0.107106,-0.391907,0.228843,0.000340,-0.166290,-27.520473,-30.835691,-16.105957,,,,,,,
1537456279.704463,-1.157776,0.191357,1.510796,0.793985,-0.023313,-3.325206,-0.899195,-0.190191,-0.394051,-0.312948,0.104452,0.058831,-25.117691,-33.534443,-16.901855,,,,,,,
1537456279.734331,-1.156488,0.269953,1.498451,0.163837,-0.027804,-1.725844,-0.882243,-0.266686,-0.387977,0.256129,-0.164222,-0.171761,-23.521599,-35.457489,-16.639648,,,,,,,
1537456279.764198,-1.123556,0.266252,1.452580,-2.346744,1.028190,0.099779,-0.869873,-0.263117,-0.417240,0.160157,-0.082510,0.022190,-21.710293,-36.938011,-17.627441,,,,,,,
1537456279.794065,-1.074445,0.223790,1.390868,-0.811560,0.113108,0.519410,-0.857398,-0.221927,-0.464345,-0.027734,0.161761,-0.401958,-21.238159,-36.574150,-19.787659,,,,,,,
1537456279.823932,-1.057590,0.256566,1.395061,0.123047,0.133783,-1.701117,-0.842658,-0.253761,-0.474902,0.073875,0.026786,-0.021436,-20.809799,-36.217773,-21.621765,,,,,,,
1537456279.853799,-1.052627,0.324469,1.362002,0.230003,0.115211,-2.771753,-0.823397,-0.318806,-0.469447,-0.084425,-0.026546,0.004969,-18.071629,-38.458263,-21.359070,,,,,,,
1537456279.883667,-1.023990,0.387094,1.324826,0.255004,0.688741,-2.078763,-0.790988,-0.377499,-0.481490,0.094607,-0.024875,0.040923,-16.355740,-39.453487,-21.764038,,,,,,,
1537456279.913534,-0.990934,0.444847,1.311477,0.873154,0.816360,-1.742406,-0.755123,-0.430319,-0.494584,0.132778,-0.158121,-0.002669,-13.082108,-40.993053,-21.687622,,,,,,,
1537456279.943401,-0.961261,0.500109,1.301433,0.546466,1.011327,-1.634871,-0.719500,-0.479521,-0.502374,0.334520,-0.150209,0.062936,-11.544640,-42.097481,-21.371643,,,,,,,
1537456279.973268,-0.938327,0.546949,1.301944,1.324328,0.577618,-0.960367,-0.688904,-0.520084,-0.504900,-0.163498,-0.097683,-0.107481,-8.946117,-43.567390,-20.213562,,,,,,,
1537456280.003136,-0.943401,0.594413,1.313918,1.277863,-0.212219,-1.385333,-0.670701,-0.560022,-0.486348,-0.121779,-0.090429,-0.142986,-7.983978,-44.359348,-19.306580,,,,,,,
1537456280.033003,-0.933971,0.675005,1.320753,2.318799,1.104424,-2.376780,-0.627676,-0.624901,-0.464242,0.000448,-0.161690,-0.191718,-4.954330,-46.404125,-16.886658,,,,,,,
1537456280.062870,-0.931955,0.782062,1.378598,3.634007,1.258623,-1.577022,-0.569546,-0.704744,-0.423028,-0.159686,-0.186263,-0.020637,-2.743645,-47.318142,-14.300598,,,,,,,
1537456280.092737,-0.956638,0.857896,1.461679,2.503126,1.524703,-0.924454,-0.534512,-0.756468,-0.376898,-0.147266,0.698302,-0.005289,-0.422293,-48.866318,-8.383301,,,,,,,
1537456280.122606,-0.940842,0.911982,1.527541,2.088330,2.661749,-0.283490,-0.494674,-0.790719,-0.360639,0.221161,0.180810,-0.064028,0.287066,-49.077305,-6.401917,,,,,,,
1537456280.152473,-0.908532,0.948439,1.597072,2.105581,3.144909,-0.043147,-0.459717,-0.812507,-0.358459,0.217011,0.025504,-0.598663,0.119448,-49.103382,-3.011841,,,,,,,
1537456280.182340,-0.873366,0.947016,1.665501,-0.143555,2.671134,1.297430,-0.447715,-0.811676,-0.375143,0.364173,0.207993,0.236441,-0.658800,-49.086594,-1.355652,,,,,,,
1537456280.212207,-0.848744,0.897595,1.702151,-0.090823,1.493486,1.826578,-0.467900,-0.781829,-0.412083,-0.040065,-0.358612,-0.028713,-3.501297,-48.712395,-1.252197,,,,,,,
1537456280.242075,-0.862194,0.898951,1.769517,1.508852,0.765129,0.127198,-0.472595,-0.782674,-0.405062,-0.515900,-0.283930,-0.023573,-5.083229,-48.656891,-0.757629,,,,,,,
1537456280.271942,-0.885272,0.944140,1.801112,1.116084,-0.362714,-1.323213,-0.453955,-0.809993,-0.371262,-0.178445,0.422786,-0.287551,-5.017841,-48.147156,2.093079,,,,,,,
1537456280.301809,-0.875390,0.981088,1.775527,0.190086,-0.492007,-0.940466,-0.426984,-0.831103,-0.356303,-0.080752,-0.106717,-0.020848,-3.972992,-48.349197,3.354309,,,,,,,
1537456280.331676,-0.878468,1.013006,1.760650,0.788460,-0.499588,-1.233889,-0.407445,-0.848427,-0.337877,-0.070171,-0.252846,0.001024,-2.190329,-48.489326,4.019165,,,,,,,
1537456280.361543,-0.922330,1.063925,1.783022,1.545303,-0.995722,-1.034169,-0.386904,-0.874267,-0.293191,-0.102857,-0.135346,0.012643,-1.235491,-48.364552,4.833374,,,,,,,
1537456280.391411,-0.971773,1.120666,1.809782,1.272860,-0.979157,-1.464692,-0.359329,-0.900390,-0.245315,0.147049,0.031631,-0.039642,0.853748,-47.632427,7.478699,,,,,,,
1537456280.421278,-0.993463,1.169227,1.817280,0.853567,-0.437311,-1.109538,-0.327512,-0.920449,-0.213329,0.145383,0.176949,-0.102695,3.057299,-47.297527,9.598145,,,,,,,
1537456280.451145,-0.996727,1.221713,1.812550,1.116895,-0.059673,-1.876396,-0.287207,-0.939687,-0.185744,-0.045282,0.097981,-0.011873,4.133451,-46.986141,10.611572,,,,,,,
1537456280.481012,-1.010581,1.287132,1.821929,1.074177,-0.048182,-1.411128,-0.237093,-0.960036,-0.148716,0.084917,0.382751,0.079136,7.020777,-46.040840,12.617676,,,,,,,
1537456280.510880,-1.027848,1.296728,1.830587,-0.069353,-0.558871,0.128827,-0.231727,-0.962678,-0.139834,-0.129724,-0.166396,-0.183500,7.587833,-45.813057,13.016174,,,,,,,
1537456280.540747,-1.055587,1.294544,1.836393,-0.163876,-0.823712,0.217308,-0.237345,-0.962084,-0.134389,0.141077,0.005724,0.090535,7.739889,-45.851509,13.078918,,,,,,,
1537456280.570614,-1.051688,1.295763,1.825415,0.051635,-0.027511,-0.467611,-0.235800,-0.962416,-0.134731,0.130439,-0.045335,0.041851,7.939602,-45.858856,13.082825,,,,,,,
1537456280.600481,-1.041903,1.367508,1.806432,1.379705,0.308802,-2.550585,-0.174305,-0.979408,-0.101869,0.045078,-0.221337,-0.114424,10.414238,-45.143173,14.458923,,,,,,,
1537456280.630349,-0.995463,1.422267,1.750628,0.479443,-0.739570,-1.319059,-0.124159,-0.988990,-0.080520,-0.059862,0.043296,0.248199,11.647303,-44.292786,15.291992,,,,,,,
1537456280.660216,-1.055138,1.448882,1.801718,0.170783,-0.246565,0.359305,-0.105797,-0.992578,-0.059967,0.044915,0.378549,0.017685,13.484990,-43.425114,16.171692,,,,,,,
1537456280.690083,-1.053742,1.439649,1.812496,-0.017652,0.830672,0.073212,-0.113675,-0.991413,-0.064642,0.073743,-0.103085,-0.008371,13.259603,-43.461884,16.245544,,,,,,,
1537456280.719950,-1.016543,1.431842,1.825169,0.033133,2.922737,0.489198,-0.117769,-0.990361,-0.072896,0.009386,0.116872,0.334065,11.798395,-43.501427,16.863647,,,,,,,
1537456280.749817,-0.987202,1.432203,1.962238,0.622631,4.847609,-0.849021,-0.115284,-0.990411,-0.076124,-0.220181,0.191705,-0.223925,9.683050,-43.537655,18.136841,,,,,,,
1537456280.779685,-0.972983,1.465390,2.002919,0.428621,0.828041,0.019511,-0.086963,-0.994450,-0.059216,0.147601,-0.106823,0.150006,7.182783,-42.989056,19.891724,,,,,,,
1537456280.809552,-0.960821,1.474584,2.009176,0.207906,0.372207,-0.311798,-0.078738,-0.995375,-0.055029,-0.101773,-0.216585,-0.132609,6.904360,-42.697563,20.205078,,,,,,,
1537456280.839419,-0.863493,1.486687,1.932091,0.141392,1.083878,-0.466282,-0.063856,-0.996465,-0.054588,0.064024,0.059377,0.036414,7.056767,-42.616318,20.361755,,,,,,,
1537456280.869286,-0.823116,1.492431,1.934114,0.140122,1.735448,0.114200,-0.057404,-0.996931,-0.053229,0.206741,-0.137118,0.057318,6.759933,-42.620590,20.256042,,,,,,,
1537456280.899154,-0.769937,1.496909,1.929122,0.116790,1.565601,-0.374768,-0.051383,-0.997272,-0.052997,-0.043084,-0.081616,-0.047452,5.338181,-42.448662,20.867615,,,,,,,
1537456280.929021,-0.570230,1.507679,1.763394,0.048465,0.719141,-0.585868,-0.034047,-0.998009,-0.053092,-0.031672,-0.040764,-0.116311,4.813818,-42.463017,21.273315,,,,,,,
1537456280.958888,-0.440329,1.511126,1.635922,-0.047752,-0.214760,-0.131451,-0.025419,-0.998220,-0.053947,0.064649,0.120581,-0.058541,4.979214,-42.309185,21.066650,,,,,,,
1537456280.988755,-0.323944,1.512658,1.549551,0.024192,3.364472,-0.247594,-0.018496,-0.998310,-0.055084,0.304278,-0.097744,0.684082,5.081711,-42.117958,20.990601,,,,,,,
1537456281.018623,-0.341080,1.514665,1.624923,0.081525,0.992483,0.203407,-0.018766,-0.998425,-0.052869,-0.114047,-0.087802,-0.107425,3.207302,-42.118931,21.102051,,,,,,,
1537456281.048490,-0.411977,1.513325,1.699262,-0.036838,-0.195269,0.122493,-0.023000,-0.998349,-0.052634,0.054403,0.206326,0.017478,2.578854,-42.402653,21.212158,,,,,,,
1537456281.078357,-0.410170,1.511982,1.686722,-0.064258,-0.539547,-0.064091,-0.023439,-0.998271,-0.053903,0.069612,0.057200,-0.041831,2.745760,-42.445496,21.240112,,,,,,,
1537456281.108224,-0.422461,1.509647,1.673423,-0.084948,-0.975784,0.034928,-0.025056,-0.998131,-0.055739,-0.033415,0.018868,-0.023759,3.634604,-42.168091,21.167419,,,,,,,
1537456281.138091,-0.441703,1.508405,1.675410,0.003032,-0.211386,-0.006321,-0.026654,-0.998054,-0.056367,-0.007053,-0.006890,0.047212,3.814455,-42.325031,21.014648,,,,,,,
1537456281.167959,-0.474256,1.507680,1.706521,0.005466,0.112320,0.100236,-0.028802,-0.998009,-0.056108,0.019708,-0.139015,0.065553,3.909298,-42.370705,21.012939,,,,,,,
1537456281.197826,-0.442408,1.508993,1.673551,0.037276,-0.112776,-0.173968,-0.026439,-0.998091,-0.055812,-0.026951,0.007689,-0.038778,3.968737,-42.417458,21.194397,,,,,,,
1537456281.227693,-0.380408,1.510285,1.609118,0.046444,-0.091814,-0.050901,-0.022453,-0.998170,-0.056147,0.125495,-0.023818,-0.094014,4.437185,-42.434219,20.889160,,,,,,,
1537456281.257560,-0.346365,1.510727,1.568449,0.004155,-0.320820,-0.191965,-0.020380,-0.998196,-0.056468,0.041712,0.033078,-0.047262,4.368282,-42.452267,20.938538,,,,,,,
1537456281.287428,-0.360877,1.512379,1.577814,0.044292,-0.370559,0.020013,-0.020615,-0.998294,-0.054623,0.058106,-0.050549,-0.086719,4.596224,-42.236008,20.853943,,,,,,,
1537456281.317295,-0.297280,1.511401,1.498266,-0.016669,-0.463492,-0.208587,-0.017387,-0.998237,-0.056755,-0.075981,-0.001657,-0.045601,4.930779,-42.316910,20.934814,,,,,,,
1537456281.347162,-0.195972,1.511900,1.385480,-0.016780,-0.167019,-0.180554,-0.011462,-0.998266,-0.057736,0.077029,-0.000437,0.039883,5.754711,-42.399380,20.881470,,,,,,,
1537456281.377029,-0.157875,1.511910,1.347319,0.016915,-0.040483,0.057173,-0.009253,-0.998267,-0.058121,0.089484,0.009863,-0.058731,5.746857,-42.363438,20.791748,,,,,,,
1537456281.406896,-0.356143,1.509232,1.534036,0.013428,-0.562694,0.576618,-0.021451,-0.998106,-0.057664,0.128660,-0.185458,-0.038543,5.668009,-42.291515,20.831726,,,,,,,
1537456281.436764,-0.651474,1.497937,1.815350,-0.006527,-0.228226,0.646528,-0.044141,-0.997347,-0.057888,0.006330,0.000353,0.064205,5.383121,-42.441452,20.759460,,,,,,,
1537456281.466631,-0.874669,1.481130,2.037523,0.009613,0.032242,0.798824,-0.068711,-0.995983,-0.057421,0.049271,0.097759,0.024111,4.408375,-42.418526,20.932556,,,,,,,
1537456281.496498,-0.978736,1.466840,2.140205,-0.087477,-0.195453,0.396481,-0.086106,-0.994601,-0.057910,-0.156539,0.024173,0.036624,3.720726,-42.511879,21.255371,,,,,,,
1537456281.526365,-0.974231,1.464591,2.125021,-0.076221,-0.137900,-0.066135,-0.087695,-0.994366,-0.059554,0.008838,0.024059,0.067184,3.540802,-42.562775,21.227173,,,,,,,
1537456281.556233,-0.960417,1.462445,2.119940,-0.042814,0.667473,0.023844,-0.088612,-0.994136,-0.061982,-0.003719,-0.039937,0.100450,3.638000,-42.716225,21.084900,,,,,,,
1537456281.586100,-0.918657,1.465670,2.090449,-0.037415,0.050780,-0.247232,-0.083398,-0.994479,-0.063681,-0.086723,0.039065,-0.080911,3.393646,-42.794403,20.997131,,,,,,,
1537456281.615967,-0.873906,1.471334,2.044597,0.047958,0.044728,-0.214612,-0.076145,-0.995058,-0.063733,0.093785,-0.040038,-0.002765,3.734472,-42.775425,20.867310,,,,,,,
1537456281.645834,-0.848369,1.475526,2.021638,0.037150,0.172093,-0.107550,-0.071364,-0.995465,-0.062898,0.053313,0.057065,0.002031,3.922274,-42.712158,21.051697,,,,,,,
1537456281.675702,-0.770619,1.485382,1.943164,0.039789,-0.230692,-0.741715,-0.059426,-0.996354,-0.061209,-0.182166,0.135728,-0.076578,4.544516,-42.559818,20.995117,,,,,,,
1537456281.705569,-0.485893,1.507162,1.645964,0.187769,-0.385371,-1.081531,-0.029696,-0.997976,-0.056230,-0.058545,-0.058527,-0.004134,5.445473,-42.691238,20.880920,,,,,,,
1537456281.735436,0.015832,1.502356,1.138938,-0.708980,-0.145556,-0.888130,0.001083,-0.997659,-0.068377,0.222825,0.095758,0.073946,7.428968,-42.479939,20.352539,,,,,,,
1537456281.765303,0.224184,1.497560,0.951698,-0.035731,1.227311,-0.276669,0.016267,-0.997319,-0.071339,0.083389,-0.147914,0.170079,7.785606,-42.666740,20.201172,,,,,,,
1537456281.795170,0.314429,1.495407,0.903192,-0.005990,1.166056,-0.231421,0.023293,-0.997160,-0.071624,-0.114068,-0.066744,-0.076188,6.939796,-42.585869,20.393738,,,,,,,
1537456281.825038,0.507211,1.488739,0.735965,-0.025735,0.573420,-0.671132,0.039814,-0.996635,-0.071647,-0.088902,0.030662,-0.077432,6.840853,-42.407928,20.202026,,,,,,,
1537456281.854905,0.622377,1.483159,0.633735,0.001847,0.646730,-0.158303,0.051025,-0.996162,-0.071115,0.120026,-0.269096,0.064523,6.921961,-42.329102,20.435425,,,,,,,
1537456281.884772,0.748675,1.474531,0.516379,0.026258,-0.016554,-0.676605,0.065424,-0.995370,-0.070415,-0.080729,0.078576,-0.099492,7.044470,-42.399719,20.224548,,,,,,,
1537456281.914639,0.841068,1.465642,0.421304,0.026330,0.042757,-0.222472,0.078232,-0.994476,-0.069973,0.120697,-0.072876,0.013515,7.796030,-42.312805,20.158020,,,,,,,
1537456281.944507,0.942822,1.453537,0.324574,0.057305,-0.036161,-0.669957,0.094669,-0.993133,-0.068732,0.054745,0.043396,-0.083048,8.306091,-42.384346,20.244751,,,,,,,
1537456281.974374,0.937208,1.457453,0.319105,0.086169,-0.516121,0.386847,0.091148,-0.993584,-0.066960,0.110833,-0.171547,-0.005184,8.693430,-42.321835,20.395386,,,,,,,
1537456282.004241,0.916643,1.461624,0.308034,0.147562,-1.311661,0.103463,0.086463,-0.994047,-0.066298,-0.091956,-0.174914,-0.067979,8.665939,-42.423046,20.363708,,,,,,,
1537456282.034108,0.918563,1.466621,0.263657,0.279499,-1.474876,-0.054882,0.082642,-0.994579,-0.063117,0.163742,0.203731,-0.004526,9.770586,-42.035984,20.327393,,,,,,,
1537456282.063975,0.965580,1.465979,0.174653,0.248308,-1.298064,-0.178483,0.086042,-0.994512,-0.059526,0.135439,-0.016139,-0.029540,10.736715,-42.049564,20.196045,,,,,,,
1537456282.093843,1.037630,1.465144,0.068040,0.328735,-1.072102,-0.335491,0.090820,-0.994424,-0.053600,-0.092803,-0.082984,0.036846,12.024288,-41.559807,20.265381,,,,,,,
1537456282.123709,1.168914,1.456853,-0.078073,0.295322,0.243438,-0.538212,0.104638,-0.993516,-0.044472,-0.076348,-0.007385,0.221856,12.507204,-41.517303,20.485352,,,,,,,
1537456282.153576,1.310787,1.435104,-0.127106,-0.125995,3.928261,-0.912800,0.130730,-0.990808,-0.034778,-0.166542,-0.094840,-0.044369,12.296840,-41.006222,21.034607,,,,,,,
1537456282.183443,1.423579,1.403234,-0.155307,-0.048996,1.729890,-0.887041,0.164975,-0.985994,-0.024464,0.171634,0.273134,-0.275295,11.372597,-41.057938,21.680481,,,,,,,
1537456282.213310,1.461721,1.387375,-0.172211,0.021803,0.355141,-0.239106,0.181309,-0.983225,-0.019855,0.097682,0.091761,-0.091656,11.055349,-40.863045,21.699036,,,,,,,
